date,temperature_2m_mean,temperature_2m_min,temperature_2m_max,wind_speed_10m_mean,wind_speed_10m_max,wind_direction_10m_dominant,precipitation_sum,snowfall_sum,relative_humidity_2m_mean,surface_pressure_mean,blh_min_m,blh_mean_m,vz_day,cams_pm2_5,cams_pm10,cams_nitrogen_dioxide,cams_sulphur_dioxide,cams_carbon_monoxide,cams_ozone
2022-09-16,9.7,3.6,14.3,19.6,27.4,83,0.0,0.0,47,957.4,190.0,817,0,2.99,4.31,3.81,13.19,129.5,51.92
2022-09-17,10.2,3.7,16.4,17.2,22.8,88,0.0,0.0,46,956.8,220.0,735,0,2.84,4.07,2.56,8.21,125.17,56.38
2022-09-18,11.1,3.6,17.6,13.9,17.7,86,0.0,0.0,46,959.0,115.0,567,0,3.53,5.05,3.49,11.22,135.12,56.58
2022-09-19,13.0,5.3,20.7,14.7,19.8,80,0.0,0.0,41,959.0,130.0,421,0,6.24,8.93,3.56,11.11,137.33,60.88
2022-09-20,13.9,4.4,21.7,13.7,17.6,70,0.0,0.0,36,958.5,80.0,384,0,5.92,8.48,3.63,9.52,138.62,64.29
2022-09-21,16.4,8.1,24.1,14.1,19.8,76,0.0,0.0,38,957.0,130.0,478,0,6.46,9.56,4.27,17.34,141.92,62.38
2022-09-22,18.4,9.6,25.8,11.2,18.2,62,0.0,0.0,51,956.0,65.0,494,0,6.93,11.01,4.59,19.35,130.17,56.33
2022-09-23,19.2,10.7,26.4,11.0,15.5,73,0.0,0.0,50,957.5,60.0,568,0,7.44,12.15,6.02,22.73,130.5,58.75
2022-09-24,18.8,11.9,25.4,8.9,15.2,103,0.0,0.0,46,955.2,60.0,503,0,10.58,16.59,8.25,24.66,151.08,58.0
2022-09-25,17.8,9.5,25.7,6.5,11.2,167,0.0,0.0,46,950.1,25.0,422,0,16.22,24.27,21.91,45.29,207.42,46.38
2022-09-26,16.3,11.4,22.3,16.9,29.7,238,0.1,0.0,45,946.3,50.0,685,0,12.25,19.72,18.97,21.88,187.25,48.17
2022-09-27,11.2,8.7,14.2,23.6,36.2,262,0.3,0.0,55,948.4,540.0,1357,0,4.3,6.75,2.85,6.97,132.67,59.62
2022-09-28,4.3,0.1,7.9,16.6,23.2,301,0.9,0.0,65,951.6,645.0,846,0,2.08,2.97,3.15,8.87,119.38,41.42
2022-09-29,-0.0,-2.7,3.4,12.7,17.8,357,0.0,0.0,50,958.7,250.0,911,0,2.47,3.52,1.84,7.42,106.5,46.62
2022-09-30,-1.9,-5.3,1.0,11.7,17.4,56,0.0,0.0,57,964.6,110.0,850,0,3.81,5.45,3.62,14.56,112.88,39.79
2022-10-01,0.4,-3.4,4.6,14.0,18.3,74,0.0,0.0,54,969.8,180.0,546,0,4.62,6.62,3.47,16.01,122.75,39.0
2022-10-02,1.5,-4.0,6.6,15.8,20.3,88,0.0,0.0,56,967.7,130.0,554,0,7.18,10.28,4.51,15.65,142.0,41.79
2022-10-03,2.1,-3.3,7.5,20.1,26.5,70,0.0,0.0,54,963.6,280.0,571,0,6.44,9.24,2.85,8.9,122.38,45.96
2022-10-04,3.6,-2.3,9.5,16.7,20.1,60,0.0,0.0,48,966.0,150.0,449,0,5.5,7.88,5.58,16.67,123.42,45.58
2022-10-05,4.7,-4.2,11.3,7.2,10.0,52,0.0,0.0,50,969.8,20.0,210,1,13.9,21.37,16.75,61.61,157.5,35.96
2022-10-06,9.3,1.8,17.1,5.0,9.1,106,0.0,0.0,53,966.8,10.0,176,1,21.49,37.78,20.6,67.8,189.88,29.5
2022-10-07,12.4,3.8,21.2,9.5,13.1,156,0.0,0.0,50,959.9,50.0,352,1,12.52,19.93,21.65,33.97,181.62,35.71
2022-10-08,13.4,8.5,20.0,19.1,31.9,210,0.0,0.0,39,951.3,135.0,665,1,9.33,14.07,8.59,19.61,135.79,54.54
2022-10-09,6.4,4.1,8.9,21.3,28.8,270,1.8,0.0,74,955.7,335.0,842,0,4.23,6.38,5.36,14.73,133.21,41.17
2022-10-10,5.8,1.8,11.2,9.3,13.0,257,0.0,0.0,71,965.4,40.0,597,0,5.18,7.77,13.89,25.91,135.12,36.42
2022-10-11,7.1,-0.7,13.6,8.3,12.6,214,0.0,0.0,58,963.7,15.0,304,1,10.22,15.23,27.38,50.44,183.42,20.83
2022-10-12,7.5,-0.9,15.0,6.4,11.5,94,0.0,0.0,56,958.7,20.0,223,1,15.48,22.53,25.15,81.19,240.67,23.79
2022-10-13,10.0,2.5,18.1,10.9,14.8,119,0.0,0.0,44,956.9,50.0,253,0,5.75,8.58,19.5,45.32,135.83,33.0
2022-10-14,10.9,2.9,17.8,8.8,12.2,180,0.0,0.0,38,956.1,20.0,247,0,13.26,19.47,25.07,59.88,192.71,30.08
2022-10-15,11.4,2.9,18.7,6.3,16.8,100,0.0,0.0,42,956.2,25.0,194,0,22.03,32.12,20.67,51.85,230.21,33.21
2022-10-16,11.0,7.7,14.0,13.6,18.9,272,0.2,0.0,46,954.8,120.0,349,0,21.46,32.2,22.02,53.97,224.54,24.79
2022-10-17,5.4,1.7,9.0,11.1,18.4,278,0.3,0.0,72,959.4,105.0,540,0,6.3,9.05,5.33,9.81,134.83,49.75
2022-10-18,3.9,-0.7,7.6,9.6,17.4,269,0.1,0.0,71,959.3,85.0,499,0,8.82,12.63,12.03,22.88,153.62,45.5
2022-10-19,5.5,1.5,8.9,18.9,33.4,224,1.1,0.0,55,954.7,115.0,1045,0,6.73,9.8,10.05,20.03,143.29,50.46
2022-10-20,7.5,4.4,9.7,30.9,34.7,232,3.3,0.07,68,953.0,715.0,1092,0,9.43,21.34,7.8,17.11,136.0,53.71
2022-10-21,9.6,4.5,15.2,19.9,26.6,208,0.0,0.0,44,954.9,340.0,579,0,6.93,10.5,11.8,25.35,138.46,52.42
2022-10-22,10.9,6.6,17.6,27.5,47.3,211,7.4,0.0,55,945.2,270.0,986,0,10.18,17.13,7.95,20.31,135.67,63.33
2022-10-23,0.9,-3.7,5.2,26.9,51.6,266,0.7,0.49,65,956.9,140.0,1149,0,3.41,5.21,5.75,13.42,127.83,44.08
2022-10-24,-1.7,-5.8,3.1,7.2,11.0,208,0.0,0.0,70,963.9,15.0,254,1,13.46,19.74,26.1,78.35,212.42,23.83
2022-10-25,-1.1,-6.8,6.5,9.0,11.7,142,0.0,0.0,53,954.9,40.0,184,1,10.32,15.04,27.93,48.07,231.46,26.83
2022-10-26,2.9,-1.0,6.6,18.5,37.2,202,2.9,0.0,72,947.6,165.0,591,0,6.03,9.61,15.66,16.48,143.88,29.42
2022-10-27,-0.3,-2.5,1.5,26.1,36.1,257,3.1,2.1,82,954.1,695.0,973,0,1.32,1.94,8.72,10.72,125.71,25.42
2022-10-28,-4.0,-6.8,-1.4,8.0,13.4,294,0.0,0.0,71,967.3,15.0,551,0,4.89,6.98,17.49,31.63,176.5,30.17
2022-10-29,-2.9,-9.0,3.0,9.3,13.6,123,0.0,0.0,61,962.8,60.0,199,0,11.77,16.91,22.7,47.11,197.75,25.04
2022-10-30,-0.1,-3.8,3.8,9.2,12.3,162,5.0,3.01,75,951.6,125.0,232,0,20.96,31.45,22.42,63.52,225.92,21.04
2022-10-31,1.0,0.3,1.7,14.4,20.0,236,1.7,0.84,96,954.7,200.0,400,0,10.8,16.0,17.4,38.95,172.58,17.71
2022-11-01,2.2,0.2,5.9,13.8,20.2,166,0.0,0.0,85,956.6,165.0,425,0,7.32,10.85,14.93,31.76,157.75,21.21
2022-11-02,4.7,-0.6,11.3,21.9,35.4,186,2.7,0.0,76,948.0,310.0,670,0,6.82,11.35,11.75,22.95,141.08,47.88
2022-11-03,0.9,-2.9,5.5,16.9,22.5,186,0.0,0.0,67,955.8,270.0,526,0,4.68,11.37,11.91,17.74,140.12,38.17
2022-11-04,4.3,-1.2,9.9,20.4,33.8,177,3.0,0.0,69,948.9,200.0,625,0,7.32,13.75,10.99,26.15,141.58,44.96
2022-11-05,-1.1,-2.5,2.2,22.1,26.8,238,0.3,0.0,71,953.8,790.0,962,0,3.5,5.22,7.89,19.58,123.92,30.17
2022-11-06,-1.5,-3.1,-0.2,17.6,24.6,250,0.1,0.07,69,955.3,675.0,1021,0,3.53,5.25,10.72,23.82,134.88,28.33
2022-11-07,-2.5,-5.5,0.0,7.1,10.1,281,0.1,0.14,75,953.6,20.0,367,0,10.4,15.06,22.76,80.07,161.71,18.62
2022-11-08,-2.9,-6.3,-1.2,9.1,17.3,281,0.8,0.63,72,954.4,20.0,405,0,7.65,11.03,21.56,57.94,148.75,24.58
2022-11-09,-3.0,-6.1,-1.5,18.8,27.5,228,1.8,1.26,85,962.8,245.0,627,0,3.25,4.7,12.73,17.51,136.5,35.5
2022-11-10,-2.9,-3.9,-1.6,16.6,21.3,231,0.3,0.21,85,964.8,315.0,564,0,2.14,3.07,14.48,18.03,131.92,28.54
2022-11-11,-3.3,-4.3,-2.0,17.3,20.3,231,0.0,0.0,80,963.8,395.0,551,0,2.06,2.95,17.28,18.57,131.08,39.33
2022-11-12,-2.5,-4.1,-0.9,29.8,35.5,229,2.4,1.68,88,957.7,560.0,682,0,1.64,2.58,9.41,11.06,123.29,48.46
2022-11-13,-2.9,-4.1,-2.2,29.0,33.0,211,0.0,0.0,90,949.7,610.0,700,0,1.88,2.98,9.48,10.75,126.46,50.5
2022-11-14,0.3,-3.1,1.6,31.3,35.8,202,5.1,1.82,90,935.7,765.0,1104,0,4.08,6.67,8.3,9.6,126.71,61.38
2022-11-15,0.2,-1.6,1.1,34.7,43.8,227,7.4,4.97,89,935.3,1000.0,1226,0,1.2,2.54,7.23,8.53,125.29,35.33
2022-11-16,-5.5,-7.2,-1.3,30.9,36.9,236,2.2,1.54,77,944.6,945.0,1280,0,1.13,1.85,7.38,10.23,119.12,48.12
2022-11-17,-7.7,-13.3,-6.2,18.3,25.7,239,0.5,0.42,78,960.2,65.0,671,0,2.88,4.12,17.05,19.09,149.38,30.42
2022-11-18,-12.7,-18.1,-8.0,8.5,10.8,118,0.0,0.0,83,959.6,35.0,77,1,8.96,12.81,32.1,41.22,226.75,22.12
2022-11-19,-7.2,-14.4,-2.8,10.3,15.5,213,0.4,0.28,78,954.1,60.0,174,0,9.4,13.93,40.2,34.18,223.17,23.71
2022-11-20,-5.2,-6.8,-4.0,6.6,11.8,50,2.8,1.96,91,955.1,20.0,106,0,5.08,7.56,24.34,28.04,176.04,32.17
2022-11-21,-3.9,-6.4,-1.2,6.1,12.4,158,2.4,1.61,92,954.1,30.0,104,0,9.63,13.83,39.46,56.41,291.79,17.88
2022-11-22,-4.5,-7.3,-1.5,12.5,15.5,268,0.4,0.28,95,952.6,150.0,351,0,5.8,8.3,33.11,39.57,223.67,12.33
2022-11-23,-9.8,-13.1,-7.0,7.4,12.3,284,0.0,0.0,89,960.7,15.0,153,0,3.56,5.1,23.33,35.9,163.21,42.83
2022-11-24,-8.6,-14.9,-2.6,13.2,17.1,133,1.7,1.19,84,956.4,110.0,229,0,4.36,6.27,28.42,24.89,163.08,42.38
2022-11-25,-4.2,-13.7,0.2,21.5,30.0,274,5.4,3.78,90,945.5,365.0,539,0,2.96,4.4,17.21,24.62,150.17,41.88
2022-11-26,-24.4,-29.9,-15.9,11.8,17.7,43,0.0,0.0,77,970.5,75.0,255,0,5.51,7.87,19.25,18.59,164.96,47.04
2022-11-27,-25.7,-30.2,-21.4,15.3,20.4,86,0.0,0.0,72,977.5,65.0,118,0,7.38,10.57,29.07,25.84,173.38,35.71
2022-11-28,-20.2,-24.3,-16.1,22.8,26.7,91,0.0,0.0,64,976.9,150.0,237,0,3.56,5.07,13.07,9.59,139.46,61.29
2022-11-29,-18.8,-22.7,-14.9,18.9,22.0,90,0.0,0.0,63,972.4,150.0,170,0,8.15,11.74,15.86,9.53,147.17,65.17
2022-11-30,-11.6,-14.6,-9.5,16.7,19.1,94,0.0,0.0,66,963.1,110.0,236,0,12.34,18.24,18.89,11.65,156.79,68.04
2022-12-01,-12.6,-19.1,-9.8,23.2,26.9,71,2.9,1.89,76,958.9,315.0,341,0,11.35,17.3,8.25,8.49,145.75,78.54
2022-12-02,-21.1,-22.7,-19.5,22.9,25.5,67,0.0,0.0,74,966.2,240.0,285,0,5.71,8.45,15.77,17.4,156.67,60.29
2022-12-03,-18.7,-22.1,-15.9,18.5,22.1,77,1.0,0.7,77,966.5,170.0,186,0,4.71,6.91,19.27,19.78,158.04,54.12
2022-12-04,-19.9,-26.0,-16.9,11.4,16.1,15,1.4,0.98,81,962.7,35.0,167,1,5.1,7.37,28.04,49.81,193.17,38.5
2022-12-05,-26.3,-28.5,-22.4,6.5,9.4,148,0.0,0.0,80,966.5,25.0,51,1,34.53,49.33,70.44,161.77,549.46,11.21
2022-12-06,-26.0,-29.1,-21.2,8.0,10.7,114,0.0,0.0,80,967.0,25.0,39,1,29.82,42.6,52.96,102.78,459.17,34.71
2022-12-07,-23.7,-27.2,-18.5,7.3,9.0,105,0.0,0.0,82,965.3,20.0,36,1,18.87,26.95,48.69,58.63,345.58,36.54
2022-12-08,-21.9,-25.9,-16.1,7.6,12.3,132,0.2,0.14,82,963.1,25.0,58,1,16.37,23.38,53.3,54.43,323.12,36.0
2022-12-09,-23.6,-26.3,-19.3,8.7,11.5,223,0.0,0.0,82,965.2,80.0,145,0,13.97,19.98,63.88,47.34,302.38,20.58
2022-12-10,-20.1,-23.5,-17.3,14.8,18.3,229,0.0,0.0,82,971.7,115.0,226,0,6.54,9.38,33.95,30.22,213.92,42.12
2022-12-11,-21.9,-25.6,-17.2,11.1,13.6,227,0.0,0.0,82,973.2,50.0,78,0,11.76,16.94,51.94,33.41,243.08,32.58
2022-12-12,-20.6,-26.1,-15.3,11.6,14.7,232,0.0,0.0,80,968.5,30.0,65,0,14.58,21.05,63.68,36.63,249.08,30.96
2022-12-13,-13.8,-18.5,-10.3,14.3,16.7,247,0.0,0.0,76,966.3,50.0,158,0,5.02,7.3,17.23,12.45,122.92,63.96
2022-12-14,-16.5,-20.2,-13.4,15.8,20.5,70,0.0,0.0,81,969.5,35.0,186,0,1.0,1.42,0.0,0.64,60.04,28.58
2022-12-15,-18.2,-22.2,-13.5,13.8,18.1,104,0.0,0.0,70,970.1,55.0,98,1,0.72,1.02,0.0,0.42,61.96,32.46
2022-12-16,-15.8,-20.7,-11.7,9.1,10.6,107,0.0,0.0,71,964.7,40.0,60,1,13.08,18.79,37.73,30.03,213.83,44.46
2022-12-17,-13.8,-23.1,-9.3,9.7,15.2,234,0.1,0.07,81,960.8,35.0,91,1,20.35,29.16,66.51,61.2,294.79,22.54
2022-12-18,-17.9,-24.9,-12.5,6.4,11.6,196,0.0,0.0,80,968.4,20.0,43,1,31.32,45.06,64.98,92.16,425.83,17.25
2022-12-19,-12.3,-17.2,-6.1,11.6,14.8,203,0.0,0.0,81,965.3,35.0,100,1,19.7,28.54,62.0,60.21,309.79,31.0
2022-12-20,-11.3,-15.5,-6.0,12.4,15.9,190,0.0,0.0,72,955.4,105.0,164,0,10.82,15.78,38.88,29.45,181.58,58.17
2022-12-21,-8.1,-11.7,-4.5,27.5,40.4,228,4.7,3.22,86,947.2,340.0,733,0,6.69,9.94,12.76,21.0,166.12,65.38
2022-12-22,-14.6,-18.3,-12.4,20.3,32.1,234,0.8,0.56,83,963.1,215.0,477,1,4.08,5.85,24.04,18.56,169.25,46.88
2022-12-23,-13.2,-15.1,-12.0,18.1,24.9,214,0.1,0.07,84,970.2,55.0,346,0,6.39,9.11,32.51,27.68,193.12,30.75
2022-12-24,-10.7,-12.3,-9.3,21.9,27.1,228,1.8,1.26,83,968.0,225.0,371,0,6.78,9.83,22.64,18.18,164.08,48.12
2022-12-25,-11.4,-15.6,-8.4,9.4,16.3,227,0.0,0.0,84,965.3,10.0,114,1,17.76,25.63,48.98,44.8,284.46,29.33
2022-12-26,-12.1,-18.8,-5.9,9.7,12.0,107,0.0,0.0,90,963.4,15.0,42,1,29.06,41.79,59.0,99.26,466.17,24.83
2022-12-27,-10.6,-16.1,-7.1,9.7,11.7,143,0.0,0.0,86,959.9,40.0,71,1,13.74,19.65,50.21,42.32,262.62,37.96
2022-12-28,-9.9,-16.6,-5.8,10.5,15.6,220,0.2,0.14,85,956.9,30.0,150,1,14.1,22.2,48.65,44.41,259.12,35.83
2022-12-29,-5.0,-6.0,-4.1,6.9,11.8,221,2.0,1.4,93,959.4,25.0,176,0,23.76,36.05,64.6,104.61,409.46,10.88
2022-12-30,-6.1,-7.7,-5.3,12.6,16.4,225,0.4,0.28,92,963.7,275.0,457,0,5.0,7.16,35.27,33.38,210.38,27.54
2022-12-31,-4.5,-9.5,-2.0,22.8,35.4,203,3.0,2.1,88,960.4,250.0,477,0,3.7,5.32,21.63,22.29,169.62,38.42
2023-01-01,-7.7,-9.7,-5.4,18.9,28.6,230,2.9,2.1,90,962.7,245.0,470,0,3.06,4.38,22.45,19.43,164.67,33.88
2023-01-02,-6.2,-7.2,-4.6,19.7,25.7,187,2.1,1.47,87,958.9,290.0,414,0,3.44,4.96,21.67,22.78,171.92,37.0
2023-01-03,-3.0,-5.7,-0.4,39.6,51.1,212,5.4,3.78,89,939.3,730.0,1068,0,1.6,2.29,10.17,12.15,150.08,38.75
2023-01-04,-5.9,-7.4,-3.0,47.1,55.2,241,6.9,4.83,89,945.3,795.0,1174,0,1.38,2.02,8.52,9.89,140.04,50.12
2023-01-05,-0.2,-2.4,0.8,36.4,52.2,229,8.5,5.81,95,946.0,490.0,734,0,3.77,11.22,15.32,12.88,143.75,37.5
2023-01-06,-2.2,-5.2,1.2,20.9,29.5,253,5.5,3.85,93,947.6,290.0,503,0,4.3,7.32,15.68,17.77,154.88,36.04
2023-01-07,-3.9,-6.1,-0.8,27.3,36.5,213,0.2,0.14,90,951.1,695.0,771,0,2.04,2.93,15.36,16.47,149.71,37.25
2023-01-08,-1.4,-12.3,2.6,45.6,52.7,218,2.8,1.82,89,941.4,625.0,951,0,2.25,3.69,9.03,11.66,161.21,45.0
2023-01-09,-20.0,-24.4,-13.4,22.5,38.9,249,0.2,0.14,81,955.7,140.0,404,0,4.4,6.3,25.18,26.15,211.33,30.25
2023-01-10,-29.3,-33.1,-25.5,10.6,16.1,252,0.0,0.0,77,961.1,40.0,76,0,12.06,17.22,47.03,40.56,279.54,19.04
2023-01-11,-30.9,-34.8,-26.4,16.5,23.5,243,0.1,0.14,75,968.6,55.0,165,0,7.69,11.0,38.93,26.94,209.62,30.17
2023-01-12,-24.1,-29.0,-20.1,26.4,34.1,234,0.5,0.35,78,975.8,150.0,295,0,5.86,8.46,23.14,16.99,170.71,51.79
2023-01-13,-18.8,-21.0,-16.8,30.1,36.7,232,0.0,0.0,77,974.6,330.0,386,0,6.2,9.35,19.19,15.77,161.17,60.58
2023-01-14,-15.5,-17.4,-13.8,26.3,30.0,229,0.4,0.28,79,974.0,285.0,340,0,6.76,10.26,21.39,16.18,157.67,62.29
2023-01-15,-15.4,-17.6,-12.8,25.8,30.7,240,0.4,0.28,76,970.7,245.0,294,0,6.62,10.63,21.34,16.83,162.92,65.17
2023-01-16,-16.8,-20.5,-12.7,14.6,20.9,243,0.1,0.07,80,970.1,50.0,92,0,16.88,26.92,49.64,29.22,232.08,37.17
2023-01-17,-19.2,-22.6,-16.0,7.0,13.8,222,0.0,0.0,74,970.7,10.0,26,1,26.25,38.3,61.24,56.88,325.04,25.5
2023-01-18,-18.5,-21.4,-14.8,8.3,10.2,92,0.0,0.0,77,971.7,20.0,27,1,63.62,91.84,84.25,185.59,654.92,13.88
2023-01-19,-17.7,-20.8,-16.0,4.4,8.4,174,0.0,0.0,81,969.1,10.0,15,1,48.67,69.98,87.86,141.91,547.79,9.96
2023-01-20,-19.2,-22.1,-15.1,10.0,13.9,253,0.0,0.0,72,969.4,30.0,46,0,21.53,31.5,66.37,46.88,279.46,25.38
2023-01-21,-13.8,-20.3,-10.5,5.0,8.6,274,0.0,0.0,86,975.1,15.0,40,0,16.73,24.03,48.0,51.68,280.62,39.46
2023-01-22,-12.3,-14.8,-9.7,11.3,16.1,229,0.0,0.0,89,976.3,15.0,88,0,13.23,18.93,69.14,69.18,331.08,16.62
2023-01-23,-14.7,-18.1,-10.7,16.6,21.7,245,0.0,0.0,81,966.7,85.0,149,0,10.6,15.42,41.44,24.08,184.46,51.33
2023-01-24,-12.9,-15.0,-10.3,5.6,11.0,254,0.1,0.07,86,965.3,45.0,108,1,10.16,14.59,36.3,41.95,242.67,35.25
2023-01-25,-15.3,-18.9,-13.6,16.3,23.2,227,0.0,0.0,85,967.5,50.0,148,1,6.84,9.78,42.71,44.18,230.83,34.96
2023-01-26,-15.5,-19.1,-11.2,18.0,20.4,215,0.0,0.0,79,967.1,115.0,167,0,9.84,14.36,38.16,21.69,178.54,54.58
2023-01-27,-13.2,-17.5,-9.8,24.8,31.8,225,0.0,0.0,83,965.7,165.0,214,0,8.71,12.7,21.3,22.86,200.88,77.58
2023-01-28,-13.7,-17.3,-7.9,17.4,21.2,221,0.0,0.0,79,960.7,85.0,140,0,15.14,22.04,37.23,25.12,216.5,62.33
2023-01-29,-16.1,-18.9,-14.4,14.2,19.7,237,0.0,0.0,85,956.9,35.0,111,0,15.39,22.39,45.25,36.05,271.96,51.21
2023-01-30,-15.8,-22.1,-8.5,9.1,13.8,127,0.0,0.0,78,956.9,15.0,37,1,29.78,42.92,68.28,77.64,433.38,39.62
2023-01-31,-11.9,-15.8,-6.6,7.5,11.1,114,0.0,0.0,76,956.1,15.0,39,1,43.14,62.39,71.37,88.54,464.33,45.5
2023-02-01,-11.6,-15.0,-7.7,7.8,16.4,78,0.0,0.0,91,957.5,15.0,69,1,14.66,21.04,63.67,83.63,376.88,41.25
2023-02-02,-8.9,-10.3,-7.7,19.9,24.1,81,0.0,0.0,92,956.1,80.0,156,0,5.23,7.6,22.76,32.34,165.62,88.0
2023-02-03,-11.1,-12.9,-9.1,21.7,23.5,67,0.1,0.07,88,952.4,155.0,201,0,3.99,5.88,44.22,78.78,176.08,48.79
2023-02-04,-8.8,-12.1,-6.6,18.9,24.4,74,2.4,1.68,86,953.1,70.0,157,0,6.9,10.35,41.49,76.62,181.62,40.58
2023-02-05,-5.8,-9.2,-3.8,6.1,9.7,141,1.2,0.84,93,953.2,20.0,81,0,10.76,15.41,33.0,58.51,278.96,30.25
2023-02-06,-5.7,-9.5,-2.6,12.2,24.4,212,1.7,1.26,93,953.6,25.0,170,0,13.67,19.82,50.6,69.8,354.83,18.67
2023-02-07,-10.9,-14.6,-6.8,13.4,22.3,258,0.1,0.14,89,959.4,20.0,260,0,5.71,8.16,33.7,47.73,216.0,53.38
2023-02-08,-13.2,-16.1,-9.7,11.8,21.8,75,0.0,0.0,84,954.4,20.0,153,0,10.17,14.54,39.57,64.67,264.75,52.58
2023-02-09,-15.4,-19.7,-12.4,25.1,30.4,44,0.6,0.42,81,947.3,210.0,349,0,2.98,4.27,40.8,103.4,172.5,40.0
2023-02-10,-19.4,-24.2,-16.1,13.4,19.0,217,1.1,0.77,82,951.9,25.0,192,0,13.23,18.93,58.34,142.78,249.25,19.12
2023-02-11,-14.9,-19.6,-10.1,20.1,26.1,144,0.4,0.28,79,954.3,70.0,312,0,6.26,8.96,28.46,25.42,206.96,55.92
2023-02-12,-17.5,-21.4,-14.6,20.9,26.5,233,1.1,0.84,83,962.7,75.0,231,0,8.79,12.58,42.23,33.57,236.83,39.88
2023-02-13,-17.0,-19.8,-13.1,11.0,15.6,181,0.2,0.14,82,964.4,35.0,107,1,18.61,26.6,39.72,50.48,315.25,45.83
2023-02-14,-17.4,-21.2,-12.0,12.8,16.6,113,0.0,0.0,77,959.4,35.0,48,1,22.99,32.95,50.62,53.72,345.12,41.83
2023-02-15,-13.1,-18.5,-7.8,13.5,21.2,179,0.5,0.35,82,955.5,75.0,176,1,17.21,25.54,50.04,43.57,275.25,45.88
2023-02-16,-11.6,-15.0,-9.0,11.6,22.7,80,0.0,0.0,88,961.4,15.0,149,1,15.03,22.12,58.53,67.24,268.67,30.0
2023-02-17,-11.6,-17.4,-5.8,19.9,23.7,112,0.7,0.49,75,960.0,105.0,229,0,8.6,12.76,29.99,30.5,205.5,74.38
2023-02-18,-8.2,-9.9,-7.0,19.7,27.2,227,2.7,1.89,87,958.9,110.0,409,0,6.7,9.68,25.01,25.08,207.62,62.92
2023-02-19,-9.1,-11.9,-7.0,12.8,20.2,214,0.9,0.63,88,958.7,80.0,342,1,12.75,18.22,48.52,54.52,296.58,30.5
2023-02-20,-6.6,-13.1,-2.8,28.8,38.2,181,0.7,0.49,85,953.3,180.0,373,0,6.81,10.03,20.13,18.78,186.71,59.79
2023-02-21,-1.1,-2.6,1.1,24.3,37.1,199,0.1,0.07,91,951.9,200.0,323,0,12.22,19.21,21.76,24.88,217.67,53.42
2023-02-22,0.6,-1.5,2.7,41.6,54.1,173,1.5,0.49,81,943.9,300.0,558,0,15.72,24.1,13.45,21.9,212.75,88.38
2023-02-23,0.4,-3.2,3.0,35.1,46.3,203,2.2,0.77,90,945.4,375.0,670,0,5.58,10.78,12.39,13.32,162.21,55.58
2023-02-24,-3.9,-11.3,-0.5,23.5,31.0,244,1.0,0.84,88,949.6,240.0,564,0,5.75,12.88,16.59,16.16,160.58,50.46
2023-02-25,-12.7,-14.3,-11.6,22.9,34.9,252,0.0,0.0,85,960.8,310.0,525,0,5.19,7.42,11.56,18.39,164.75,71.79
2023-02-26,-12.6,-15.0,-9.1,19.8,26.9,229,0.0,0.0,83,974.1,40.0,271,0,8.75,12.63,30.42,23.68,212.46,65.88
2023-02-27,-11.2,-17.2,-4.3,13.4,20.6,178,0.0,0.0,72,970.8,45.0,132,0,15.56,22.5,49.21,31.57,238.88,51.42
2023-02-28,-5.9,-11.0,-0.9,26.9,33.7,212,0.0,0.0,69,959.8,155.0,348,0,15.31,22.2,18.9,19.41,182.46,81.62
2023-03-01,-0.8,-4.5,2.6,38.6,47.3,208,0.0,0.0,75,950.2,380.0,562,0,15.05,22.67,10.63,15.83,186.38,81.21
2023-03-02,1.6,0.2,3.1,36.7,50.1,223,14.0,8.19,90,944.5,400.0,837,0,15.05,35.76,13.79,11.39,156.25,56.38
2023-03-03,-4.5,-10.6,0.1,24.2,37.4,262,5.3,3.71,87,947.2,290.0,626,0,2.89,4.35,10.79,15.87,141.79,58.83
2023-03-04,-10.7,-13.5,-7.1,23.8,32.5,214,0.0,0.0,79,958.7,95.0,345,0,7.79,11.75,23.41,18.19,172.71,65.96
2023-03-05,-6.9,-13.9,-1.3,18.6,25.1,203,5.1,3.57,85,948.1,75.0,258,0,13.98,23.48,36.16,24.18,182.12,45.21
2023-03-06,-3.4,-5.4,-1.1,23.8,30.2,237,0.0,0.0,92,952.4,250.0,501,0,4.8,7.1,15.95,15.83,146.0,51.5
2023-03-07,0.3,-7.3,7.3,33.9,60.8,195,8.7,0.0,88,944.4,50.0,486,0,10.24,28.57,17.2,15.71,157.88,57.12
2023-03-08,-3.0,-10.8,3.7,28.2,59.1,274,0.7,0.42,89,952.0,90.0,620,0,4.67,11.15,16.99,13.59,145.25,53.25
2023-03-09,-8.4,-12.0,-3.9,11.0,15.8,187,0.0,0.0,87,966.4,40.0,101,0,11.1,15.88,34.49,44.23,220.88,43.58
2023-03-10,-6.2,-12.6,0.4,15.6,22.9,137,0.0,0.0,68,961.6,60.0,171,0,14.46,20.82,32.36,23.86,183.21,55.67
2023-03-11,1.2,-2.1,3.3,24.5,35.2,187,10.7,0.0,80,948.4,190.0,307,0,16.67,29.65,27.07,17.4,186.17,50.62
2023-03-12,-1.1,-4.8,1.4,16.5,22.4,9,0.0,0.0,92,957.9,160.0,360,0,9.04,16.82,14.08,13.87,141.0,41.42
