date,temperature_2m_mean,temperature_2m_min,temperature_2m_max,wind_speed_10m_mean,wind_speed_10m_max,wind_direction_10m_dominant,precipitation_sum,snowfall_sum,relative_humidity_2m_mean,surface_pressure_mean,blh_min_m,blh_mean_m,vz_day,cams_pm2_5,cams_pm10,cams_nitrogen_dioxide,cams_sulphur_dioxide,cams_carbon_monoxide,cams_ozone
2024-01-24,-8.9,-15.1,-3.2,10.0,14.2,165,0.6,0.42,83,959.2,,,0,15.22,24.88,5.08,9.6,310.21,82.17
2024-01-25,-1.3,-2.9,1.0,12.1,19.5,153,0.5,0.28,85,953.0,,,0,15.2,26.29,4.4,9.28,280.21,87.46
2024-01-26,-9.1,-12.4,-2.9,27.0,31.8,218,1.9,1.33,82,954.5,,,0,4.26,7.03,2.64,6.35,219.92,71.25
2024-01-27,-12.7,-15.4,-11.8,24.3,30.1,229,2.5,1.75,83,960.0,,,0,4.2,7.09,3.12,6.38,216.5,68.04
2024-01-28,-13.9,-15.7,-12.0,7.0,11.5,255,0.0,0.0,85,959.8,,,1,4.55,6.77,7.31,14.13,295.75,58.25
2024-01-29,-16.6,-20.1,-13.8,7.6,10.2,57,0.0,0.0,84,959.1,,,1,5.8,8.32,10.08,23.81,374.62,52.0
2024-01-30,-14.5,-21.5,-8.0,8.4,13.0,140,0.5,0.35,82,955.7,,,1,9.66,14.59,7.26,12.7,336.71,66.5
2024-01-31,-7.7,-10.9,-4.3,19.9,32.2,198,2.1,1.47,85,951.9,,,0,2.1,3.06,3.45,6.8,232.04,57.29
2024-02-01,-7.8,-10.0,-6.1,20.0,23.3,192,1.8,1.26,81,950.6,,,0,1.89,2.73,3.48,7.39,217.38,70.29
2024-02-02,-12.3,-15.0,-8.1,24.3,30.3,225,1.5,1.05,83,954.4,,,0,1.6,2.3,2.9,6.02,219.67,64.62
2024-02-03,-9.0,-12.8,-6.8,22.2,28.2,199,3.4,2.38,81,951.2,,,0,2.12,3.29,2.63,5.37,209.25,75.38
2024-02-04,-5.8,-7.2,-4.7,26.3,35.5,217,1.6,1.26,84,951.4,,,0,4.34,7.09,2.64,5.97,213.96,79.42
2024-02-05,-4.9,-8.7,-2.2,22.6,27.9,200,0.0,0.0,88,955.0,,,0,3.96,6.34,2.9,6.3,215.08,74.17
2024-02-06,-6.2,-9.7,-4.2,23.5,33.0,169,0.1,0.07,82,951.1,,,0,8.57,15.55,2.63,6.66,248.0,90.21
2024-02-07,-3.3,-6.0,0.5,38.0,52.0,183,6.2,4.41,78,941.2,,,0,10.82,20.1,2.02,5.63,220.17,92.21
2024-02-08,-5.0,-6.2,-0.5,39.6,53.1,215,1.2,0.84,87,946.7,,,0,1.32,2.15,1.9,4.39,175.75,71.42
2024-02-09,1.9,0.4,3.2,40.4,48.0,215,2.8,0.77,88,945.5,,,0,7.29,19.3,1.77,4.1,171.0,80.0
2024-02-10,-2.2,-7.4,3.2,26.0,44.2,244,10.0,6.09,89,944.7,,,0,5.02,10.0,2.42,5.68,192.54,83.58
2024-02-11,-13.7,-19.6,-7.8,16.3,20.2,276,0.0,0.0,83,951.4,,,0,2.07,3.0,3.43,7.55,261.54,73.25
2024-02-12,-19.3,-21.7,-15.2,16.0,21.1,242,0.0,0.0,83,964.5,,,0,5.2,7.74,4.15,6.89,294.29,70.67
2024-02-13,-15.4,-23.8,-8.4,15.0,27.6,180,0.0,0.0,75,963.0,,,0,8.27,12.5,4.5,9.31,295.67,85.62
2024-02-14,-4.2,-9.4,-0.2,28.9,39.8,238,9.9,6.79,85,950.7,,,0,6.58,10.8,2.5,5.31,204.5,78.17
2024-02-15,-19.6,-31.2,-10.7,21.8,25.1,20,0.5,0.35,78,950.8,,,0,1.67,2.41,2.43,4.2,242.17,67.79
2024-02-16,-31.5,-35.6,-27.3,16.2,20.5,305,0.0,0.0,73,963.4,,,0,2.41,3.45,3.73,6.2,250.71,67.92
2024-02-17,-30.2,-34.2,-25.1,10.0,14.9,237,0.0,0.0,79,972.9,,,0,8.1,11.62,8.05,16.89,348.67,66.67
2024-02-18,-29.2,-35.5,-22.1,9.6,18.1,69,0.0,0.0,80,966.5,,,1,11.96,17.2,10.91,31.57,472.75,70.12
2024-02-19,-27.5,-31.6,-22.4,18.4,21.7,81,0.0,0.0,77,968.5,,,0,3.12,4.55,3.96,10.98,270.42,64.33
2024-02-20,-26.6,-30.0,-21.4,21.3,25.0,99,0.0,0.0,70,970.5,,,0,4.4,6.4,2.64,5.8,271.46,73.79
2024-02-21,-25.8,-29.7,-18.6,17.7,22.5,106,0.0,0.0,69,966.6,,,0,9.72,14.1,4.7,9.52,319.04,75.21
2024-02-22,-22.5,-29.3,-14.1,15.9,18.1,115,0.0,0.0,64,963.2,,,0,9.84,14.55,4.66,11.52,319.08,87.29
2024-02-23,-16.1,-21.5,-11.7,10.8,15.7,68,0.6,0.42,81,960.6,,,0,15.85,25.64,4.84,12.8,313.21,89.58
2024-02-24,-20.5,-26.5,-15.8,7.7,15.0,40,0.0,0.0,83,966.9,,,1,10.53,18.21,9.34,28.31,373.0,67.54
2024-02-25,-20.8,-27.1,-14.1,11.7,16.6,234,0.0,0.0,80,969.2,,,0,10.07,16.27,7.48,19.07,367.79,76.21
2024-02-26,-14.9,-18.8,-10.3,11.6,15.9,234,0.0,0.0,84,967.4,,,0,13.09,19.7,5.57,12.51,286.54,80.67
2024-02-27,-9.6,-14.5,-6.0,13.7,18.8,231,0.8,0.56,91,969.1,,,0,9.12,13.43,4.45,8.68,254.92,81.38
2024-02-28,-5.6,-8.8,-3.5,9.6,12.2,246,0.0,0.0,93,968.4,,,0,7.42,11.18,6.03,12.05,254.79,86.62
2024-02-29,-6.2,-10.7,-2.9,5.5,10.0,250,0.0,0.0,93,966.7,,,1,5.53,8.07,10.13,22.43,330.38,80.29
2024-03-01,-7.4,-9.1,-5.7,8.3,13.5,244,0.0,0.0,95,960.5,,,1,2.18,3.16,7.42,18.22,293.83,83.29
2024-03-02,-8.0,-10.8,-5.6,16.3,26.1,344,0.8,0.56,85,957.1,,,0,1.14,1.63,2.32,5.28,210.0,87.67
2024-03-03,-8.3,-10.3,-6.7,15.0,23.1,351,0.0,0.0,85,961.7,,,0,1.51,2.19,4.08,12.37,209.12,81.79
2024-03-04,-9.6,-12.8,-7.4,23.7,30.1,238,0.0,0.0,87,960.4,,,0,1.68,2.48,2.75,8.94,207.33,90.46
2024-03-05,-7.7,-12.7,-2.9,22.5,28.3,216,0.0,0.0,84,959.1,,,0,13.2,20.75,2.55,7.92,225.5,84.88
2024-03-06,-8.0,-13.8,-3.0,18.0,21.3,213,0.0,0.0,89,954.4,,,0,19.18,29.78,3.31,7.8,253.29,81.67
2024-03-07,-8.3,-13.5,-4.4,17.6,21.8,230,0.0,0.0,92,951.7,,,0,9.56,15.03,3.6,7.94,245.17,76.67
2024-03-08,-5.1,-9.8,-0.8,9.8,15.8,176,0.0,0.0,91,953.6,,,0,10.94,17.12,7.64,22.57,269.12,74.46
2024-03-09,-0.3,-8.2,3.0,20.1,34.3,170,2.7,0.07,90,946.5,,,0,27.67,55.44,3.84,9.84,254.46,96.17
2024-03-10,-0.8,-3.1,2.2,26.8,36.2,233,1.4,0.63,92,949.4,,,0,3.24,6.45,2.65,5.9,188.96,81.88
2024-03-11,-4.3,-12.5,-1.3,18.2,29.7,246,0.7,0.49,86,955.5,,,0,8.24,13.28,4.66,12.05,236.25,79.08
2024-03-12,-6.2,-12.9,-2.9,14.2,17.6,7,1.5,1.05,89,950.1,,,0,4.12,6.47,4.68,11.3,257.17,73.08
2024-03-13,-7.3,-12.4,-4.5,23.1,33.7,233,1.5,1.05,83,953.7,,,0,2.9,4.35,3.13,6.33,239.21,82.46
2024-03-14,-11.0,-12.4,-9.6,18.1,22.4,256,0.3,0.21,86,962.1,,,0,1.88,2.67,2.8,7.62,268.29,84.12
2024-03-15,-8.4,-11.0,-6.0,24.1,29.8,235,1.3,0.91,85,966.5,,,0,1.99,2.88,2.65,6.42,232.92,88.0
2024-03-16,-6.4,-10.0,-3.8,24.0,31.1,229,0.2,0.14,90,966.8,,,0,6.35,9.83,2.57,6.29,201.38,88.58
2024-03-17,-8.8,-16.6,-1.0,9.7,18.1,205,0.0,0.0,89,964.7,,,1,19.95,30.66,6.64,15.56,288.75,86.12
2024-03-18,-5.7,-16.0,2.2,13.7,17.5,129,0.0,0.0,74,956.7,,,1,9.58,19.37,5.09,11.46,273.71,96.83
2024-03-19,-0.0,-2.5,1.6,17.2,22.8,229,0.1,0.07,88,952.6,,,0,10.83,23.77,2.85,6.58,211.0,81.29
2024-03-20,-0.5,-5.1,0.8,9.5,16.5,22,0.5,0.35,91,953.1,,,0,6.43,14.32,3.09,7.52,213.71,79.62
2024-03-21,-3.8,-8.2,1.9,15.4,19.1,53,0.0,0.0,81,952.3,,,0,8.85,16.72,4.47,14.39,255.04,79.71
2024-03-22,-5.6,-12.4,0.1,7.0,12.0,45,0.0,0.0,87,954.3,,,1,15.25,23.67,8.18,23.56,331.54,75.62
2024-03-23,-4.5,-13.0,3.0,8.1,11.9,128,0.0,0.0,83,952.6,,,1,23.62,35.52,10.91,25.15,425.67,87.75
2024-03-24,-1.3,-5.6,2.8,6.3,12.7,242,0.0,0.0,95,953.2,,,1,21.02,32.65,8.33,17.99,345.58,80.33
2024-03-25,0.3,-4.0,3.6,13.5,19.4,222,0.8,0.0,90,956.5,,,0,13.41,25.59,4.36,7.73,216.62,73.38
2024-03-26,2.7,-3.2,12.2,10.5,18.2,125,0.0,0.0,80,954.7,,,1,16.16,35.19,5.1,9.93,255.33,71.33
2024-03-27,3.6,-1.4,10.3,12.5,18.4,186,0.0,0.0,81,949.5,,,0,14.47,52.01,4.47,7.83,225.12,68.75
2024-03-28,4.1,-1.2,11.2,20.5,48.6,169,7.3,0.14,85,944.7,,,0,15.1,100.81,3.78,6.42,204.12,61.88
2024-03-29,4.5,0.3,10.4,28.0,37.8,215,7.8,1.54,79,944.5,,,0,14.47,81.73,2.03,5.04,178.58,79.5
2024-03-30,0.0,-3.5,3.2,25.6,34.0,242,2.3,1.47,79,947.9,,,0,3.45,6.36,2.26,5.81,187.17,67.38
2024-03-31,-0.2,-4.0,7.1,16.9,22.0,262,0.0,0.0,65,962.4,,,0,8.54,12.5,2.81,9.06,207.17,86.79
2024-04-01,1.5,-5.2,9.4,10.0,14.2,241,0.0,0.0,66,962.2,,,0,11.17,16.45,4.37,12.11,223.42,69.25
2024-04-02,2.4,-3.2,9.2,11.8,21.0,273,0.1,0.0,77,956.8,,,0,12.31,19.9,4.21,9.13,211.17,64.88
2024-04-03,1.9,-2.6,7.0,6.0,9.0,33,0.0,0.0,79,959.4,,,0,13.3,20.21,7.17,19.27,240.83,60.04
2024-04-04,4.4,-3.0,12.9,8.2,12.7,97,0.0,0.0,67,960.6,,,0,22.32,40.03,7.63,21.73,258.79,55.12
2024-04-05,7.1,-0.8,16.3,10.2,15.1,113,0.0,0.0,59,955.9,,,0,9.61,24.68,3.36,7.77,215.54,63.29
2024-04-06,7.8,-0.4,16.4,8.8,20.3,50,0.0,0.0,62,951.0,,,0,12.9,22.55,4.63,12.62,217.42,59.92
2024-04-07,6.6,-1.0,14.1,9.4,16.2,57,0.0,0.0,76,956.9,,,0,12.73,24.46,2.73,8.34,202.08,57.79
2024-04-08,7.4,2.8,11.0,13.6,22.5,186,8.5,0.0,82,950.7,,,0,15.69,27.5,3.44,7.83,179.75,65.04
2024-04-09,5.5,3.4,8.7,20.0,29.9,257,3.0,0.0,87,948.4,,,0,6.4,10.05,2.43,5.03,172.21,64.0
2024-04-10,7.2,2.3,12.2,18.7,28.7,267,1.1,0.0,77,950.2,,,0,7.35,12.53,2.43,5.21,177.83,66.08
2024-04-11,2.8,-0.1,4.8,15.3,21.5,328,0.6,0.0,75,952.9,,,0,3.53,5.24,2.25,5.25,183.75,57.67
2024-04-12,1.6,-5.3,8.5,10.2,19.2,239,0.0,0.0,64,955.5,,,0,7.99,11.65,3.15,8.41,177.38,71.04
2024-04-13,6.5,-0.3,13.7,18.1,24.6,223,0.0,0.0,53,948.6,,,0,8.59,12.39,2.97,7.8,171.17,75.08
2024-04-14,10.4,3.5,17.4,20.7,32.4,224,0.1,0.0,57,945.9,,,0,11.75,23.8,2.54,6.28,160.38,72.04
2024-04-15,8.9,3.4,14.3,10.0,15.6,349,0.3,0.0,80,949.7,,,0,10.69,17.05,3.23,8.3,165.5,53.38
2024-04-16,8.3,0.4,15.5,8.2,16.9,94,0.0,0.0,68,954.7,,,0,6.2,9.16,5.12,15.7,173.67,55.58
2024-04-17,11.0,6.4,16.3,17.8,32.2,237,0.2,0.0,66,954.7,,,0,8.45,16.32,2.91,6.05,166.92,65.17
2024-04-18,12.2,3.7,19.7,10.8,18.6,241,0.0,0.0,70,956.8,,,0,13.3,21.39,4.29,9.25,180.67,61.71
2024-04-19,14.5,5.3,22.5,11.4,19.8,335,0.0,0.0,73,955.9,,,0,8.63,20.57,2.2,5.58,157.08,62.92
2024-04-20,14.0,8.1,20.3,16.1,22.6,62,0.0,0.0,63,959.6,,,0,6.43,14.35,2.7,10.47,150.71,69.04
2024-04-21,13.4,5.1,21.8,16.5,24.0,65,0.0,0.0,52,961.6,,,0,3.73,12.11,1.63,3.32,159.04,69.38
2024-04-22,14.9,5.6,22.9,13.8,23.8,49,0.5,0.0,59,958.4,,,0,8.24,22.0,2.77,9.25,168.5,63.58
2024-04-23,12.3,5.7,18.3,13.0,15.6,62,0.0,0.0,42,956.5,,,0,2.69,4.01,3.39,12.08,159.0,71.5
2024-04-24,8.9,3.8,15.2,19.8,28.2,61,0.0,0.0,53,952.7,,,0,5.9,10.71,3.63,17.55,159.83,60.5
2024-04-25,4.5,-1.1,9.5,27.0,32.9,76,0.0,0.0,44,956.4,,,0,5.4,7.65,1.06,3.53,160.33,72.17
2024-04-26,5.3,-1.0,10.2,18.4,22.5,78,0.0,0.0,43,962.2,,,0,7.69,11.24,1.15,2.37,163.67,71.75
2024-04-27,6.5,0.1,12.4,17.2,25.7,51,0.0,0.0,36,962.9,,,0,7.03,10.14,2.32,8.55,167.17,76.58
2024-04-28,7.6,-2.5,14.9,7.8,11.1,338,0.0,0.0,50,960.9,,,0,11.36,16.32,4.23,17.59,175.12,71.75
2024-04-29,13.2,6.0,20.2,18.6,28.8,255,1.1,0.0,53,955.4,,,0,12.58,27.2,2.27,6.13,166.5,70.04
2024-04-30,12.2,7.4,20.1,14.5,27.9,43,1.3,0.0,76,950.2,,,0,14.43,28.46,2.88,7.27,166.58,52.62
2024-05-01,6.2,1.6,10.4,18.7,31.7,328,3.1,0.0,67,945.9,,,0,7.98,13.88,2.99,8.39,156.04,71.92
2024-05-02,10.2,3.7,16.6,27.0,34.7,230,0.1,0.0,45,945.3,,,0,4.73,7.3,1.79,4.44,154.92,81.17
2024-05-03,9.2,2.2,15.4,8.4,18.1,276,0.6,0.0,73,941.8,,,0,7.67,11.43,4.48,14.37,169.33,67.75
2024-05-04,14.0,7.4,19.9,17.8,23.4,218,6.3,0.0,61,937.7,,,0,11.48,25.78,2.0,4.78,148.88,76.21
2024-05-05,8.4,5.1,10.0,10.5,18.0,2,12.7,0.0,84,941.1,,,0,15.41,29.82,3.49,6.22,168.96,57.5
2024-05-06,5.8,-1.2,11.3,6.3,18.2,46,0.0,0.0,62,956.8,,,0,10.43,14.99,3.92,13.26,166.67,72.42
2024-05-07,11.8,6.1,18.7,13.8,24.9,175,2.9,0.0,70,955.1,,,0,12.82,19.55,3.69,8.0,165.46,60.17
2024-05-08,14.1,5.7,21.2,14.3,22.9,87,0.0,0.0,70,956.5,,,0,9.35,16.34,2.21,5.26,155.54,66.54
2024-05-09,19.2,13.3,26.0,15.4,24.9,163,0.0,0.0,50,948.5,,,0,5.99,10.0,2.31,6.04,145.33,77.04
2024-05-10,15.0,10.8,18.7,12.9,20.9,309,2.5,0.0,71,950.2,,,0,9.17,14.77,1.96,5.02,152.38,70.54
2024-05-11,11.6,7.8,16.0,12.1,16.7,8,0.0,0.0,59,956.2,,,0,6.89,9.98,2.5,10.96,153.38,68.42
2024-05-12,12.5,3.2,19.0,6.3,10.6,88,0.0,0.0,49,959.2,,,0,7.39,10.77,3.23,10.25,169.88,85.38
2024-05-13,16.3,7.7,23.2,14.6,19.6,172,0.0,0.0,45,952.6,,,0,5.47,8.45,2.36,5.86,152.25,81.42
2024-05-14,17.9,14.8,25.4,19.8,32.4,203,4.3,0.0,63,947.3,,,0,12.96,32.71,2.24,4.61,150.88,79.88
2024-05-15,11.8,7.4,14.9,20.2,31.2,43,9.7,0.0,82,950.0,,,0,9.78,20.74,3.78,12.03,149.88,59.88
2024-05-16,11.3,7.3,16.3,19.9,22.7,69,0.0,0.0,61,955.9,,,0,6.15,10.04,2.5,9.5,144.33,70.38
2024-05-17,14.5,6.3,21.0,6.5,16.1,13,0.0,0.0,60,952.3,,,0,10.74,18.32,3.84,12.1,182.29,75.21
2024-05-18,17.6,10.7,25.4,12.3,21.4,147,6.4,0.0,65,944.8,,,0,13.72,27.03,3.26,7.87,163.04,78.38
2024-05-19,15.3,12.2,18.9,21.8,30.8,220,10.3,0.0,78,943.9,,,0,12.12,18.8,2.25,5.37,145.29,73.67
2024-05-20,12.5,7.9,15.9,24.1,32.4,225,3.8,0.0,69,948.5,,,0,9.03,14.8,1.71,4.14,149.92,69.38
2024-05-21,11.8,7.4,16.4,18.0,32.1,248,0.1,0.0,67,952.6,,,0,8.76,12.88,2.0,4.58,145.62,67.71
2024-05-22,12.3,6.5,17.5,13.0,18.6,244,0.5,0.0,68,954.8,,,0,8.25,11.92,2.19,5.31,144.17,66.12
2024-05-23,14.8,7.3,20.2,13.0,19.0,239,0.2,0.0,60,953.6,,,0,6.05,8.72,2.21,4.73,143.21,73.38
2024-05-24,14.8,10.1,20.8,12.7,30.6,62,3.3,0.0,65,949.0,,,0,10.57,15.84,3.33,8.53,149.67,68.08
2024-05-25,10.0,5.6,14.8,22.2,28.3,61,9.8,0.0,79,946.2,,,0,6.87,10.15,2.45,8.17,140.17,59.38
2024-05-26,6.8,4.7,10.4,24.5,34.5,235,8.8,0.21,81,944.9,,,0,3.65,5.6,2.28,5.02,139.92,61.83
2024-05-27,13.0,6.0,19.9,22.0,30.0,267,9.5,0.0,75,948.8,,,0,5.58,8.08,1.57,3.86,140.25,73.33
2024-05-28,7.1,4.1,11.0,18.1,24.6,319,0.8,0.0,64,954.8,,,0,4.9,7.05,1.28,3.31,137.67,67.12
2024-05-29,12.5,4.7,19.4,20.8,29.4,245,0.0,0.0,61,953.8,,,0,4.04,5.77,1.78,4.04,142.0,68.71
2024-05-30,15.6,8.3,21.3,18.9,31.7,248,0.0,0.0,58,952.1,,,0,3.57,5.14,1.7,3.55,143.25,69.25
2024-05-31,11.4,6.9,15.4,12.2,22.2,24,0.0,0.0,70,957.1,,,0,7.52,11.04,2.68,11.44,139.42,69.25
2024-06-01,12.6,5.1,18.5,7.8,11.3,325,0.0,0.0,65,954.1,,,0,8.66,12.62,2.58,9.68,150.12,69.71
2024-06-02,12.0,7.6,15.6,13.0,26.5,5,5.7,0.0,69,950.2,,,0,8.07,11.57,2.88,7.36,155.54,72.83
2024-06-03,13.1,5.2,18.8,9.8,14.2,304,0.0,0.0,62,956.5,,,0,9.41,13.77,2.44,7.65,145.75,77.75
2024-06-04,16.6,8.9,23.1,13.9,22.5,263,0.0,0.0,57,955.6,,,0,5.38,9.23,2.31,4.98,143.92,73.88
2024-06-05,18.6,9.9,24.5,8.2,11.9,228,0.0,0.0,64,953.6,,,0,9.62,21.65,3.89,9.47,173.12,74.54
2024-06-06,19.6,14.3,24.6,15.2,23.1,233,1.9,0.0,61,948.4,,,0,10.54,18.63,2.46,5.41,162.79,73.29
2024-06-07,19.5,14.4,23.9,15.7,27.2,234,2.4,0.0,72,944.5,,,0,8.23,13.06,2.18,5.35,155.42,74.17
2024-06-08,20.2,15.1,25.5,14.1,24.3,259,0.4,0.0,72,944.2,,,0,10.67,19.07,2.2,5.01,157.17,68.62
2024-06-09,22.8,14.5,30.4,14.2,27.7,205,0.3,0.0,58,945.7,,,0,9.51,31.83,2.98,6.64,157.62,63.42
2024-06-10,22.4,17.6,27.6,15.0,25.7,234,4.5,0.0,60,945.4,,,0,8.59,15.4,2.12,5.08,147.5,74.79
2024-06-11,18.6,14.9,22.1,16.7,26.7,321,0.9,0.0,72,948.8,,,0,8.87,12.31,1.89,4.45,139.88,63.29
2024-06-12,14.4,12.1,17.4,17.3,28.2,334,7.3,0.0,80,951.5,,,0,8.93,12.81,1.55,3.02,135.75,60.25
2024-06-13,16.6,12.6,21.2,15.1,20.6,24,2.6,0.0,77,950.9,,,0,6.79,9.92,2.14,8.41,144.17,60.79
2024-06-14,18.3,13.0,22.9,11.8,19.3,30,2.2,0.0,76,949.9,,,0,9.69,14.1,2.23,8.9,145.17,67.21
2024-06-15,18.8,12.8,24.5,12.0,22.7,28,4.3,0.0,79,950.1,,,0,10.0,14.53,2.11,9.69,153.04,74.96
2024-06-16,20.9,15.4,26.0,9.4,14.8,7,0.6,0.0,72,951.0,,,0,9.85,14.52,1.87,4.2,150.12,62.0
2024-06-17,20.8,15.2,26.2,7.6,21.2,328,3.5,0.0,80,950.2,,,0,15.43,24.11,2.35,6.16,161.04,71.04
2024-06-18,20.2,14.5,24.6,16.0,27.5,13,1.7,0.0,73,951.3,,,0,9.61,14.71,1.5,2.97,150.12,61.0
2024-06-19,16.7,11.3,21.4,10.8,14.4,47,0.0,0.0,62,954.6,,,0,8.89,13.1,1.81,5.79,138.42,73.5
2024-06-20,20.0,10.8,26.9,10.8,18.2,197,0.0,0.0,54,948.2,,,0,5.13,7.46,2.84,7.03,136.5,74.04
2024-06-21,23.0,15.9,30.3,13.6,22.2,228,0.0,0.0,44,941.5,,,0,5.08,8.73,2.21,5.49,133.17,74.08
2024-06-22,22.2,14.9,27.5,8.4,10.5,314,0.0,0.0,60,942.5,,,0,7.25,10.74,2.97,7.93,156.17,74.71
2024-06-23,24.5,15.6,31.8,12.2,23.2,130,0.0,0.0,53,943.3,,,0,5.57,9.2,2.93,6.67,160.92,78.29
2024-06-24,24.4,19.4,30.2,13.6,26.2,222,0.1,0.0,49,943.0,,,0,10.15,33.51,2.6,5.52,140.0,74.46
2024-06-25,22.5,17.1,27.7,13.6,23.8,228,0.4,0.0,45,944.5,,,0,9.1,27.09,2.76,5.72,137.54,74.25
2024-06-26,23.5,13.8,30.8,9.5,15.5,162,0.0,0.0,46,945.2,,,0,3.79,5.8,3.29,7.52,141.38,73.75
2024-06-27,25.2,17.4,31.9,8.3,20.7,51,0.0,0.0,47,946.2,,,0,6.11,14.46,2.81,8.82,151.62,77.92
2024-06-28,28.0,20.4,36.2,15.9,20.4,114,0.0,0.0,45,942.9,,,0,6.16,12.72,3.32,12.58,137.54,78.38
2024-06-29,22.6,18.6,26.5,12.9,18.9,252,0.0,0.0,47,942.3,,,0,8.27,13.4,2.07,5.19,129.54,83.92
2024-06-30,22.0,14.5,29.0,13.8,23.8,206,0.8,0.0,42,939.9,,,0,7.18,23.25,2.64,4.83,134.75,80.38
2024-07-01,18.9,15.0,22.8,15.3,25.4,230,1.1,0.0,52,936.9,110.0,1404,0,11.56,24.5,2.48,5.48,138.0,66.75
2024-07-02,15.8,12.1,19.8,12.1,17.3,235,7.7,0.0,69,937.8,150.0,858,0,8.37,11.89,2.69,6.52,131.58,46.54
2024-07-03,16.8,12.6,22.7,13.4,25.3,267,12.4,0.0,78,941.3,160.0,565,0,8.46,13.14,2.37,4.97,137.21,55.08
2024-07-04,16.8,12.5,20.5,16.7,28.6,340,3.8,0.0,80,944.3,330.0,692,0,7.33,10.47,1.43,3.0,129.25,51.25
2024-07-05,17.9,14.7,22.6,15.2,20.8,354,0.7,0.0,75,944.0,20.0,719,0,9.55,14.44,1.33,3.03,133.62,57.71
2024-07-06,16.2,15.1,18.5,12.2,21.6,94,28.2,0.0,89,939.8,35.0,365,0,11.35,16.56,3.51,7.6,142.04,51.67
2024-07-07,17.3,14.0,21.8,16.8,21.3,57,8.5,0.0,85,938.9,270.0,444,0,5.38,7.62,1.54,3.47,134.62,53.5
2024-07-08,18.3,15.9,22.0,16.5,22.7,21,5.3,0.0,86,942.5,345.0,594,0,5.49,7.71,2.31,7.73,134.75,60.08
2024-07-09,18.9,15.1,23.4,15.8,20.9,25,0.0,0.0,71,949.3,235.0,836,0,7.11,10.29,1.47,5.75,119.88,57.08
2024-07-10,18.3,12.4,22.7,8.3,11.1,37,1.4,0.0,72,953.4,60.0,608,0,8.6,12.84,1.93,6.15,135.96,62.21
2024-07-11,19.8,13.5,25.4,7.1,11.0,88,0.0,0.0,62,951.3,70.0,827,0,8.4,12.45,2.18,9.76,127.17,76.0
2024-07-12,21.5,14.9,27.6,12.8,18.5,113,0.0,0.0,52,944.4,95.0,969,0,5.96,8.91,1.85,4.17,123.75,66.96
2024-07-13,21.9,16.5,28.7,14.4,18.4,104,0.5,0.0,59,940.9,40.0,643,0,7.3,11.05,2.51,5.74,132.67,63.12
2024-07-14,21.3,16.9,27.4,11.0,19.1,102,16.0,0.0,74,942.2,45.0,394,0,13.53,23.36,4.7,12.65,159.38,71.67
2024-07-15,22.9,17.3,28.8,11.2,20.2,92,2.0,0.0,69,943.0,75.0,695,0,7.76,13.26,2.19,4.48,147.75,73.33
2024-07-16,21.1,16.2,25.7,9.2,18.4,186,5.1,0.0,69,943.0,60.0,550,0,13.93,45.81,3.17,7.52,144.29,73.04
2024-07-17,19.6,15.6,23.5,9.9,13.2,205,0.8,0.0,74,941.4,80.0,598,0,13.59,25.08,3.72,8.79,141.5,67.67
2024-07-18,18.4,15.1,22.7,10.2,17.9,280,4.6,0.0,85,940.1,70.0,454,0,14.15,23.49,3.49,6.89,147.62,62.42
2024-07-19,18.6,13.8,23.2,5.6,8.3,291,0.7,0.0,82,940.2,30.0,473,0,13.11,18.76,3.48,9.93,160.33,60.62
2024-07-20,19.2,14.2,24.5,5.3,11.3,228,1.9,0.0,78,940.6,15.0,610,0,11.67,16.69,3.73,8.99,163.5,66.17
2024-07-21,20.1,13.5,25.3,10.0,18.9,289,0.2,0.0,72,943.6,25.0,651,0,8.88,12.95,2.87,6.84,160.04,59.92
2024-07-22,21.2,15.2,25.6,4.7,8.7,352,0.0,0.0,72,946.6,10.0,550,0,9.28,13.56,3.33,9.69,168.42,60.46
2024-07-23,23.4,16.6,28.9,7.8,13.0,188,0.0,0.0,61,944.0,35.0,798,0,10.7,16.12,3.02,7.89,159.38,67.04
2024-07-24,23.1,17.6,28.0,9.7,16.5,226,2.7,0.0,67,940.6,35.0,629,0,12.11,18.01,3.03,7.65,171.29,64.62
2024-07-25,23.1,18.1,29.3,13.1,16.9,63,0.0,0.0,72,941.0,105.0,648,0,10.72,15.68,2.19,7.52,162.67,63.58
2024-07-26,26.0,20.5,31.0,21.3,30.8,185,0.1,0.0,47,939.2,235.0,914,0,7.16,13.17,2.04,4.49,148.21,72.46
2024-07-27,21.5,14.4,26.6,9.2,13.5,246,0.0,0.0,52,944.4,15.0,832,0,5.89,8.95,3.07,7.5,151.67,72.92
2024-07-28,21.5,17.3,26.3,12.0,23.9,275,0.0,0.0,49,944.9,15.0,831,0,8.45,12.59,3.1,6.98,151.25,66.21
2024-07-29,19.5,12.9,25.7,8.3,17.0,314,0.0,0.0,53,946.5,20.0,914,0,7.38,10.67,2.26,5.25,142.0,63.0
2024-07-30,21.0,13.1,26.9,10.2,15.4,239,0.0,0.0,48,947.2,40.0,775,0,6.73,9.89,2.52,6.28,152.71,67.12
2024-07-31,23.6,16.1,29.8,10.2,14.1,269,0.0,0.0,47,949.6,55.0,886,0,7.6,11.25,2.94,6.06,172.12,65.46
